,image,psnr_simple,psnr_malvar
0,./data/image1.jpg,26.949964771287473,31.64177239464434
1,./data/image2.jpg,35.31781991144742,36.66362116553523
2,./data/image3.jpg,26.96887103813081,31.60485819962192
